iter	RMSE
251	12876.02006
252	12852.81841
253	12824.62372
254	12789.38978
255	12769.56301
256	12735.5708
257	12707.54378
258	12681.82053
259	12658.13146
260	12636.99709
261	12612.02757
262	12561.25007
263	12542.79773
264	12531.31779
265	12509.47509
266	12492.64537
267	12445.18507
268	12405.00039
269	12376.29307
270	12354.09928
271	12327.87104
272	12306.98084
273	12271.27148
274	12246.73407
275	12233.31792
276	12212.60521
277	12177.36981
278	12151.73725
279	12105.82818
280	12077.88466
281	12062.35074
282	12033.54071
283	12008.34648
284	11972.15256
285	11965.99434
286	11937.5253
287	11906.62594
288	11873.22296
289	11836.20567
290	11807.25321
291	11785.89151
292	11746.80098
293	11729.84922
294	11711.06368
295	11677.76717
296	11655.95173
297	11628.71994
298	11605.87497
299	11580.58815
300	11553.05264
301	11536.8714
302	11523.03073
303	11510.3512
304	11497.33707
305	11458.10341
306	11430.81284
307	11416.7674
308	11386.88354
309	11369.74457
310	11344.23549
311	11314.06669
312	11284.8732
313	11262.70236
314	11230.96441
315	11210.13216
316	11183.66116
317	11156.95115
318	11137.03718
319	11122.0981
320	11093.0562
321	11079.59594
322	11054.97298
323	11040.89242
324	11022.65266
325	11000.91237
326	10986.22468
327	10956.02386
328	10927.58228
329	10912.56615
330	10900.09933
331	10886.17283
332	10850.20575
333	10820.67518
334	10800.29692
335	10787.55691
336	10773.81292
337	10763.12406
338	10731.95151
339	10714.72429
340	10691.7152
341	10684.82151
342	10679.80393
343	10659.80316
344	10632.81666
345	10614.21167
346	10608.00916
347	10604.08942
348	10582.67914
349	10553.74352
350	10529.31812
351	10512.26082
352	10490.45617
353	10464.70089
354	10441.00391
355	10418.05767
356	10389.49277
357	10368.33499
358	10362.47209
359	10335.05721
360	10324.34991
361	10302.16289
362	10292.88363
363	10275.64336
364	10256.67233
365	10237.52375
366	10223.11397
367	10209.7555
368	10196.32708
369	10177.27642
370	10162.53929
371	10138.77987
372	10129.37778
373	10116.71941
374	10085.05394
375	10054.96094
376	10042.29745
377	10018.78087
378	9994.725564
379	9971.687888
380	9949.182291
381	9937.922657
382	9930.450895
383	9904.712316
384	9898.631628
385	9882.954538
386	9866.155414
387	9850.950304
388	9838.91178
389	9811.707049
390	9798.426553
391	9787.621614
392	9765.720681
393	9750.75551
394	9733.839328
395	9711.653235
396	9695.467883
397	9682.330897
398	9666.501331
399	9654.061141
400	9639.589041
401	9616.508229
402	9599.650359
403	9585.867881
404	9568.377655
405	9550.715272
406	9534.577909
407	9525.051174
408	9499.912395
409	9484.269599
410	9468.513316
411	9461.605376
412	9438.971933
413	9424.878476
414	9407.869971
415	9400.248589
416	9397.905766
417	9379.296143
418	9366.381401
419	9350.211083
420	9336.569498
421	9317.707438
422	9294.550198
423	9275.301267
424	9257.163683
425	9249.834734
426	9223.732431
427	9213.227015
428	9197.23602
429	9183.090751
430	9168.03723
431	9154.212225
432	9131.496388
433	9117.568278
434	9102.106837
435	9089.938046
436	9073.517535
437	9069.602828
438	9052.154847
439	9036.935364
440	9028.413078
441	9006.68643
442	8995.402414
443	8981.430264
444	8969.935022
445	8967.106159
446	8956.611441
447	8947.180203
448	8926.69751
449	8913.167568
450	8893.658652
451	8873.283371
452	8859.452562
453	8847.587797
454	8834.093964
455	8823.542644
456	8805.850423
457	8789.611348
458	8775.491859
459	8761.64336
460	8744.069428
461	8725.96218
462	8704.513028
463	8690.442663
464	8678.409712
465	8676.223049
466	8662.282091
467	8653.639929
468	8643.858432
469	8625.026559
470	8606.909539
471	8596.725728
472	8587.622768
473	8573.234043
474	8562.444663
475	8553.060272
476	8537.379755
477	8518.316846
478	8508.777388
479	8501.13377
480	8490.606336
481	8478.88248
482	8462.61386
483	8451.881491
484	8441.088533
485	8424.488434
486	8409.58499
487	8392.347994
488	8381.020956
489	8369.0086
490	8353.645191
491	8336.633652
492	8318.534176
493	8308.45336
494	8290.92102
495	8278.230305
496	8266.782833
497	8254.528866
498	8243.361865
499	8223.256126
500	8212.069913
501	8198.799544
502	8189.242269
503	8171.559043
504	8158.12114
505	8138.709763
506	8128.05025
507	8114.750594
508	8104.686384
509	8094.556522
510	8073.148762
511	8057.61555
512	8051.183799
513	8040.742368
514	8038.429782
515	8030.58905
516	8018.033215
517	8007.271518
518	8005.314089
519	7990.654762
520	7975.797594
521	7973.050366
522	7962.22779
523	7953.372641
524	7943.994118
525	7932.297561
526	7923.383462
527	7916.343583
528	7905.071758
529	7887.31227
530	7875.400716
531	7864.744637
532	7854.317848
533	7843.697138
534	7841.406162
535	7826.02917
536	7813.892453
537	7805.149707
538	7803.354436
539	7790.559388
540	7777.158885
541	7764.540551
542	7753.783492
543	7742.266298
544	7733.3806
545	7723.798318
546	7706.794597
547	7692.485661
548	7667.103929
549	7659.036186
550	7650.755292
551	7639.678704
552	7628.004442
553	7614.899436
554	7598.425314
555	7579.273059
556	7571.276936
557	7554.962601
558	7538.429821
559	7525.072828
560	7514.467371
561	7505.625985
562	7496.456051
563	7491.899043
564	7482.249718
565	7468.036364
566	7456.461248
567	7450.749665
568	7446.37645
569	7439.907354
570	7426.821591
571	7418.06103
572	7405.92939
573	7394.922222
574	7382.803468
575	7372.003616
576	7366.343728
577	7354.654706
578	7346.976025
579	7335.4614
580	7325.467628
581	7317.3817
582	7308.073539
583	7300.422911
584	7287.827823
585	7279.217368
586	7269.175017
587	7247.929304
588	7225.516562
589	7218.146299
590	7207.773638
591	7196.140956
592	7186.731772
593	7167.826926
594	7158.94988
595	7147.079619
596	7134.286502
597	7128.84073
598	7117.303642
599	7107.068378
600	7099.594956
601	7091.471391
602	7079.710381
603	7068.722706
604	7062.700544
605	7056.50618
606	7042.499263
607	7041.00083
608	7034.358518
609	7021.074272
610	7011.584594
611	7001.473706
612	6992.646595
613	6986.086918
614	6977.196158
615	6969.087634
616	6957.417356
617	6953.335795
618	6942.137173
619	6935.19305
620	6928.433145
621	6922.768722
622	6912.933683
623	6906.844313
624	6897.878867
625	6886.032971
626	6878.10848
627	6868.747915
628	6859.206537
629	6856.853619
630	6851.398012
631	6842.615055
632	6833.118296
633	6822.784604
634	6802.236641
635	6785.58038
636	6777.229792
637	6767.404696
638	6759.265314
639	6745.93255
640	6737.056192
641	6724.497501
642	6714.893665
643	6713.669105
644	6704.929144
645	6694.877459
646	6687.396464
647	6678.859036
648	6672.37478
649	6665.378836
650	6656.548485
651	6646.20916
652	6644.162834
653	6632.946354
654	6619.726599
655	6602.894416
656	6583.241188
657	6577.554428
658	6572.97729
659	6568.168066
660	6566.420373
661	6560.102844
662	6558.814387
663	6548.996734
664	6537.465361
665	6526.251281
666	6512.578065
667	6502.415769
668	6495.710414
669	6484.931178
670	6479.03237
671	6469.045632
672	6460.321236
673	6449.665042
674	6438.929925
675	6430.884255
676	6420.367107
677	6413.989532
678	6407.15903
679	6397.174669
680	6385.047542
681	6379.652634
682	6372.045281
683	6361.648783
684	6353.123103
685	6348.614575
686	6338.806587
687	6330.923623
688	6324.61235
689	6310.768465
690	6301.218548
691	6293.279573
692	6281.286814
693	6275.603928
694	6269.85447
695	6256.754479
696	6249.979878
697	6238.402553
698	6229.494032
699	6221.298266
700	6212.966948
701	6206.694587
702	6200.118493
703	6189.482933
704	6179.514257
705	6171.611236
706	6164.727043
707	6155.814048
708	6153.237245
709	6147.016568
710	6138.148898
711	6131.003146
712	6127.938094
713	6123.172297
714	6120.425664
715	6112.573987
716	6106.177168
717	6098.262222
718	6088.092642
719	6079.537699
720	6070.711699
721	6061.785574
722	6055.915115
723	6044.87316
724	6035.642274
725	6028.347894
726	6017.403559
727	6008.363156
728	5999.90823
729	5991.487704
730	5985.357293
731	5977.613471
732	5968.872419
733	5963.683641
734	5954.278759
735	5950.398992
736	5939.477682
737	5924.788204
738	5916.172069
739	5908.454608
740	5901.383622
741	5894.90298
742	5893.626276
743	5885.302198
744	5881.227949
745	5880.096426
746	5878.198989
747	5868.920925
748	5867.405639
749	5860.307411
750	5850.540601
751	5838.379025
752	5827.271509
753	5825.567731
754	5816.855245
755	5801.006514
756	5792.075011
757	5785.64762
758	5783.057896
759	5773.003921
760	5763.377949
761	5757.780167
762	5753.525256
763	5746.683875
764	5739.467065
765	5731.423786
766	5724.119961
767	5721.37624
768	5712.845259
769	5705.543878
770	5695.162262
771	5690.832322
772	5686.743783
773	5679.024107
774	5672.486038
775	5661.946193
776	5654.055861
777	5642.284684
778	5633.61849
779	5632.736601
780	5627.682632
781	5618.286901
782	5617.506095
783	5604.028919
784	5593.77781
785	5587.773979
786	5570.930401
787	5566.354456
788	5564.695155
789	5557.053842
790	5556.168693
791	5549.882859
792	5545.606221
793	5544.886693
794	5533.688586
795	5524.994667
796	5515.542095
797	5505.513399
798	5500.29426
799	5491.321355
800	5486.767786
801	5484.867505
802	5479.958775
803	5465.089032
804	5457.313894
805	5449.03244
806	5442.230436
807	5437.063163
808	5432.563129
809	5425.827836
810	5424.418151
811	5419.312225
812	5409.411752
813	5404.949896
814	5394.703752
815	5386.4509
816	5380.216531
817	5372.146067
818	5367.935413
819	5359.680492
820	5350.391407
821	5343.486243
822	5335.507958
823	5329.83243
824	5322.480601
825	5313.296093
826	5305.38878
827	5301.244119
828	5295.846885
829	5290.315283
830	5281.939468
831	5271.689327
832	5264.234347
833	5252.467895
834	5247.477509
835	5240.678029
836	5234.548611
837	5226.067345
838	5218.50853
839	5213.024009
840	5203.558286
841	5194.86159
842	5187.240979
843	5181.20862
844	5173.710847
845	5171.845947
846	5161.161907
847	5152.937124
848	5148.446648
849	5141.774214
850	5134.764183
851	5130.114021
852	5119.058566
853	5111.966607
854	5107.12429
855	5103.090112
856	5093.412511
857	5090.294009
858	5085.972256
859	5072.272377
860	5067.791402
861	5066.291888
862	5063.451757
863	5057.37463
864	5049.374565
865	5044.864064
866	5039.64032
867	5029.390897
868	5025.275075
869	5020.154919
870	5015.575226
871	5003.541724
872	4998.001304
873	4989.699141
874	4982.984553
875	4976.941218
876	4972.742425
877	4967.177853
878	4961.96293
879	4955.683963
880	4945.092803
881	4937.584443
882	4934.344595
883	4928.479449
884	4924.839351
885	4914.031682
886	4909.397643
887	4902.531112
888	4898.308879
889	4893.5789
890	4889.979815
891	4884.704192
892	4875.669313
893	4869.575907
894	4862.80883
895	4855.625645
896	4851.34437
897	4846.643961
898	4841.785472
899	4832.386125
900	4825.471755
901	4822.240134
902	4814.545339
903	4807.317596
904	4800.839063
905	4785.291274
906	4782.698473
907	4769.889215
908	4760.82209
909	4756.067369
910	4748.267337
911	4740.473351
912	4731.735192
913	4725.435975
914	4722.181826
915	4712.509047
916	4705.176943
917	4702.053433
918	4693.759119
919	4688.078162
920	4683.501668
921	4680.947486
922	4678.28194
923	4670.767043
924	4668.519008
925	4662.514134
926	4656.306658
927	4650.809636
928	4645.270054
929	4643.880639
930	4633.642895
931	4628.808067
932	4624.075123
933	4613.670504
934	4607.338294
935	4603.809659
936	4600.470537
937	4595.171469
938	4594.519165
939	4590.230275
940	4583.796065
941	4579.14136
942	4571.245256
943	4565.538544
944	4556.891776
945	4550.89606
946	4544.711919
947	4536.85505
948	4532.629004
949	4526.162726
950	4517.936751
951	4511.290981
952	4504.317363
953	4501.357583
954	4491.373503
955	4487.402973
956	4483.468462
957	4474.624761
958	4471.167713
959	4467.989919
960	4461.598783
961	4458.758115
962	4455.123742
963	4449.819831
964	4443.787995
965	4440.132425
966	4435.45994
967	4430.067479
968	4423.466547
969	4419.222337
970	4412.089368
971	4408.306981
972	4407.80817
973	4400.971951
974	4398.540977
975	4395.117676
976	4390.426933
977	4386.016291
978	4381.719355
979	4380.442812
980	4376.586382
981	4374.666826
982	4369.586982
983	4364.645539
984	4358.174813
985	4354.528482
986	4346.591829
987	4341.729013
988	4337.112603
989	4335.244358
990	4330.220765
991	4326.773409
992	4322.460533
993	4319.495632
994	4317.274869
995	4316.779857
996	4311.781534
997	4305.10421
998	4300.239491
999	4292.642989
